Date,Time,Relative_time,QCM_6_temperature,QCM_6_frequency,QCM_6_dissipation,QCM_1_temperature,QCM_1_frequency,QCM_1_dissipation
2020-08-28,,18:40:53.232,,00.000,31.19,9978040,0,29.13,10005720,0
