Date,Time,Relative_time,QCM_6_temperature,QCM_6_frequency,QCM_6_dissipation,QCM_1_temperature,QCM_1_frequency,QCM_1_dissipation
2020-08-28,,18:39:47.907,,00.000,31.19,9978040,0,29.19,10005720,0
